masses,813421140087.808472,758598279821.816650,518748718617.028442,367856433138.579102,689475671908.935547,782545145371.719360,65232367392.567642,153806201682.241730,30480086365.008945,857070359071.462036,225178756972.261414,213047156672.040253,457162621186.515381,350252533311.982727,444551395882.475464,456688090513.786499,506541634495.089783,508186236698.743835,714933319837.240845,850196056052.997559,700727284747.817139,416924370415.777527,94934084872.841537,289695439918.192688,256150897898.418945,164756065896.988159,350990365378.760071,643249558486.222412,164582864900.202057,901870387053.288330,926042931725.048950,420724229275.044800
0.050000,8.152672,39.725806,-55.311189,7.644871,-40.470417,23.392501,-54.797363,2.245906,-8.033380,-26.802847,64.565595,-10.707335,-5.358948,14.887823,-5.695473,-29.149625,23.045705,-56.910605,59.784810,9.004039,69.046540,-31.895330,53.566995,-40.139643,34.899101,-30.765698,-26.084586,-22.128045,2.581361,38.875349,10.071047,72.413841,28.176637,30.711776,48.067190,-66.883863,-17.518823,-10.464884,-40.002241,61.406353,-36.880758,30.548482,66.688506,33.244566,47.392378,45.198866,28.381810,-61.196469,-50.939853,30.385766,25.611847,61.072551,44.477063,-22.493783,57.961955,-73.652753,44.212861,-0.153779,56.862714,62.843031,-23.476516,42.620257,27.892201,31.626711
0.100000,8.091740,39.779964,-55.257137,7.623744,-40.462093,23.486881,-54.897068,2.324744,-8.047344,-26.809632,64.548541,-10.789041,-5.329986,14.859232,-5.675458,-29.227219,23.109731,-56.856316,59.715631,8.938914,69.033911,-31.877061,53.612278,-40.186863,34.989918,-30.672785,-26.112687,-22.137064,2.505111,38.846003,9.975477,72.444141,28.083696,30.766236,48.164604,-66.911241,-17.599963,-10.466882,-40.048819,61.368158,-36.802711,30.559295,66.736326,33.238415,47.309285,45.201855,28.395142,-61.108058,-50.971366,30.391374,25.600119,61.045869,44.431054,-22.578118,58.009975,-73.739937,44.275423,-0.215760,56.907824,62.865603,-23.384495,42.673197,27.977805,31.508400
0.150000,8.028620,39.833579,-55.202347,7.600899,-40.452974,23.582946,-54.996722,2.408153,-8.059861,-26.817527,64.531031,-10.870493,-5.301072,14.830891,-5.662948,-29.296934,23.174743,-56.802357,59.646179,8.873558,69.020770,-31.858449,53.657320,-40.233722,35.081075,-30.579497,-26.140023,-22.145430,2.432999,38.817169,9.879915,72.473902,27.967735,30.893785,48.262453,-66.938680,-17.681048,-10.469104,-40.095046,61.329388,-36.724976,30.569108,66.783704,33.232061,47.226003,45.204735,28.408674,-61.019313,-51.001468,30.396499,25.588145,61.018748,44.384853,-22.662518,58.057380,-73.826517,44.338342,-0.277649,56.952672,62.887829,-23.292642,42.725750,28.090394,31.302238
0.200000,7.963335,39.886623,-55.146870,7.576242,-40.443031,23.680702,-55.096221,2.496324,-8.071016,-26.826473,64.513066,-10.951692,-5.272209,14.802799,-5.657566,-29.359041,23.240754,-56.748740,59.576452,8.807973,69.007115,-31.839493,53.702121,-40.280218,35.172584,-30.485826,-26.166593,-22.153143,2.364971,38.788901,9.784357,72.503125,27.833808,31.145056,48.360735,-66.966185,-17.762078,-10.471546,-40.140920,61.290044,-36.647574,30.577915,66.830640,33.225507,47.142531,45.207503,28.422401,-60.930232,-51.030166,30.401144,25.575924,60.991189,44.338448,-22.746992,58.104169,-73.912490,44.401623,-0.339443,56.997257,62.909711,-23.200952,42.777915,28.223885,30.947262
0.250000,7.895905,39.939069,-55.090766,7.549670,-40.432233,23.780156,-55.195447,2.589461,-8.080874,-26.836427,64.494643,-11.032642,-5.243397,14.774959,-5.659010,-29.413746,23.307778,-56.695478,59.506451,8.742156,68.992946,-31.820190,53.746681,-40.326350,35.264457,-30.391762,-26.192400,-22.160198,2.300977,38.761252,9.688805,72.531811,27.810567,31.766063,48.459450,-66.993761,-17.843053,-10.474208,-40.186440,61.250125,-36.570527,30.585712,66.877135,33.218753,47.058866,45.210155,28.436319,-60.840812,-51.057465,30.405310,25.563458,60.963189,44.291825,-22.831552,58.150346,-73.997854,44.465272,-0.401142,57.041580,62.931251,-23.109421,42.829692,28.223390,30.147279
0.300000,7.826345,39.990888,-55.034101,7.521078,-40.420547,23.881314,-55.294262,2.687785,-8.089490,-26.847356,64.475762,-11.113343,-5.214637,14.747372,-5.667040,-29.461201,23.375830,-56.642585,59.436175,8.676106,68.978260,-31.800537,53.791001,-40.372117,35.356707,-30.297298,-26.217444,-22.166592,2.240976,38.734277,9.593255,72.559959,28.114318,32.221162,48.558598,-67.021412,-17.923974,-10.477089,-40.231605,61.209634,-36.493856,30.592492,66.923189,33.211801,46.975008,45.212691,28.450425,-60.751053,-51.083372,30.409001,25.550746,60.934749,44.244968,-22.916208,58.195912,-74.082604,44.529291,-0.462743,57.085642,62.952448,-23.018047,42.881079,27.828486,29.547188
0.350000,7.754667,40.042051,-54.976955,7.490348,-40.407941,23.984184,-55.392509,2.791531,-8.096904,-26.859240,64.456424,-11.193799,-5.185929,14.720039,-5.681468,-29.501510,23.444925,-56.590076,59.365625,8.609823,68.963056,-31.780534,53.835080,-40.417516,35.449348,-30.202422,-26.241726,-22.172323,2.184935,38.708029,9.497707,72.587569,28.423939,32.651951,48.658177,-67.049143,-18.004840,-10.480188,-40.276413,61.168570,-36.417585,30.598249,66.968804,33.204652,46.890954,45.215105,28.464714,-60.660954,-51.107890,30.412218,25.537788,60.905866,44.197861,-23.000973,58.240869,-74.166737,44.593688,-0.524245,57.129442,62.973305,-22.926826,42.932077,27.425798,28.976506
0.400000,7.680877,40.092531,-54.919417,7.457358,-40.394379,24.088774,-55.490008,2.900953,-8.103148,-26.872068,64.436626,-11.274011,-5.157274,14.692961,-5.702151,-29.534733,23.515080,-56.537964,59.294801,8.543306,68.947334,-31.760178,53.878919,-40.462547,35.542395,-30.107125,-26.265246,-22.177388,2.132826,38.682564,9.402160,72.614642,28.732189,33.073144,48.758187,-67.076959,-18.085651,-10.483503,-40.320861,61.126935,-36.341737,30.602976,67.013978,33.197308,46.806702,45.217397,28.479181,-60.570511,-51.131025,30.414965,25.524584,60.876540,44.150486,-23.085857,58.285220,-74.250251,44.658465,-0.585646,57.172982,62.993822,-22.835753,42.982685,27.024053,28.417516
0.450000,7.604978,40.142300,-54.861591,7.421974,-40.379825,24.195092,-55.586546,3.016320,-8.108244,-26.885836,64.416369,-11.353982,-5.128673,14.666140,-5.728989,-29.560890,23.586310,-56.486265,59.223702,8.476552,68.931091,-31.739466,53.922519,-40.507208,35.635864,-30.011396,-26.288005,-22.181782,2.084628,38.657937,9.306612,72.641177,29.038837,33.489713,48.858627,-67.104864,-18.166408,-10.487034,-40.364950,61.084728,-36.266340,30.606668,67.058714,33.189771,46.722247,45.219563,28.493822,-60.479724,-51.152780,30.417243,25.511136,60.846769,44.102825,-23.170875,58.328966,-74.333142,44.723629,-0.646943,57.216261,63.014000,-22.744826,43.032903,26.623537,27.864227
0.500000,7.526967,40.191328,-54.803597,7.384055,-40.364242,24.303146,-55.681880,3.137922,-8.112205,-26.900551,64.395651,-11.433713,-5.100124,14.639576,-5.761918,-29.579961,23.658635,-56.434997,59.152329,8.409561,68.914325,-31.718398,53.965878,-40.551498,35.729771,-29.915224,-26.310004,-22.185503,2.040327,38.634207,9.211063,72.667175,29.344177,33.903641,48.959497,-67.132864,-18.247109,-10.490780,-40.408676,61.041950,-36.191418,30.609317,67.103012,33.182043,46.637586,45.221600,28.508633,-60.388590,-51.173159,30.419056,25.497443,60.816550,44.054857,-23.256039,58.372110,-74.415406,44.789184,-0.708135,57.259280,63.033840,-22.654040,43.082730,26.223907,27.314252
0.550000,7.446838,40.239584,-54.745576,7.343451,-40.347591,24.412944,-55.775723,3.266066,-8.115038,-26.916230,64.374473,-11.513207,-5.071630,14.613272,-5.800909,-29.591886,23.732074,-56.384175,59.080681,8.342331,68.897036,-31.696969,54.008999,-40.595415,35.824133,-29.818596,-26.331243,-22.188548,1.999914,38.611433,9.115511,72.692636,29.648459,34.315881,49.060797,-67.160962,-18.327755,-10.494740,-40.452040,60.998603,-36.117000,30.610916,67.146873,33.174124,46.552712,45.223503,28.523609,-60.297108,-51.192166,30.420406,25.483507,60.785883,44.006562,-23.341364,58.414652,-74.497039,44.855135,-0.769219,57.302039,63.053342,-22.563392,43.132165,25.824873,26.766443
0.600000,7.364582,40.287037,-54.687689,7.300000,-40.329830,24.524496,-55.867743,3.401079,-8.116741,-26.932895,64.352832,-11.592466,-5.043189,14.587227,-5.845969,-29.596564,23.806644,-56.333818,59.008760,8.274860,68.879222,-31.675178,54.051879,-40.638958,35.918971,-29.721501,-26.351722,-22.190913,1.963386,38.589677,9.019956,72.717559,29.951867,34.726952,49.162525,-67.189164,-18.408347,-10.498912,-40.495039,60.954686,-36.043116,30.611457,67.190296,33.166018,46.467619,45.225270,28.538745,-60.205275,-51.209802,30.421296,25.469329,60.754766,43.957916,-23.426866,58.456596,-74.578039,44.921487,-0.830193,57.344537,63.072508,-22.472879,43.181209,25.426226,26.220172
0.650000,7.280184,40.333654,-54.630129,7.253535,-40.310917,24.637811,-55.957550,3.543308,-8.117303,-26.950581,64.330729,-11.671492,-5.014801,14.561444,-5.897140,-29.593851,23.882369,-56.283946,58.936564,8.207148,68.860881,-31.653023,54.094521,-40.682125,36.014304,-29.623925,-26.371443,-22.192594,1.930749,38.569002,8.924396,72.741946,30.254531,35.137167,49.264681,-67.217476,-18.488883,-10.503297,-40.537671,60.910200,-35.969796,30.610934,67.233284,33.157725,46.382298,45.226895,28.554037,-60.113089,-51.226072,30.421730,25.454911,60.723196,43.908895,-23.512559,58.497942,-74.658402,44.988244,-0.891056,57.386775,63.091337,-22.382496,43.229859,25.027825,25.675060
0.700000,7.193627,40.379399,-54.573117,7.203878,-40.290807,24.752899,-56.044687,3.693112,-8.116706,-26.969334,64.308163,-11.750288,-4.986467,14.535923,-5.954500,-29.583553,23.959269,-56.234577,58.864094,8.139191,68.842011,-31.630502,54.136924,-40.724914,36.110155,-29.525855,-26.390406,-22.193588,1.902012,38.549476,8.828830,72.765795,30.556547,35.546728,49.367264,-67.245902,-18.569364,-10.507893,-40.579936,60.865147,-35.897073,30.609338,67.275835,33.149248,46.296740,45.228374,28.569479,-60.020547,-51.240977,30.421710,25.440252,60.691172,43.859471,-23.598460,58.538694,-74.738124,45.055414,-0.951804,57.428753,63.109832,-22.292240,43.278117,24.629566,25.130866
0.750000,7.104889,40.424237,-54.516917,7.150846,-40.269454,24.869768,-56.128618,3.850867,-8.114924,-26.989209,64.285133,-11.828854,-4.958184,14.510666,-6.018168,-29.565424,24.037368,-56.185733,58.791351,8.070989,68.822612,-31.607611,54.179088,-40.767326,36.206546,-29.427274,-26.408610,-22.193891,1.877192,38.531171,8.733258,72.789107,30.857989,35.955772,49.470274,-67.274448,-18.649791,-10.512700,-40.621832,60.819525,-35.824980,30.606662,67.317951,33.140588,46.210937,45.229701,28.585068,-59.927648,-51.254520,30.421241,25.425356,60.658692,43.809617,-23.684588,58.578851,-74.817201,45.123000,-1.012437,57.470471,63.127991,-22.202107,43.325980,24.231378,24.587424
0.800000,7.013943,40.468128,-54.461835,7.094254,-40.246808,24.988429,-56.208711,4.016951,-8.111920,-27.010278,64.261638,-11.907195,-4.929953,14.485672,-6.088305,-29.539154,24.116691,-56.137437,58.718334,8.002539,68.802681,-31.584349,54.221014,-40.809357,36.303503,-29.328169,-26.426057,-22.193499,1.856315,38.514162,8.637679,72.811883,31.158916,36.364395,49.573711,-67.303118,-18.730162,-10.517717,-40.663358,60.773337,-35.753553,30.602898,67.359633,33.131749,46.124875,45.230872,28.600798,-59.834387,-51.266701,30.420325,25.410225,60.625752,43.759300,-23.770961,58.618416,-74.895629,45.191007,-1.072950,57.511928,63.145817,-22.112093,43.373449,23.833205,24.044618
0.850000,6.920760,40.511030,-54.408233,7.033917,-40.222817,25.108892,-56.284223,4.191743,-8.107647,-27.032629,64.237678,-11.985311,-4.901772,14.460944,-6.165125,-29.504357,24.197264,-56.089712,58.645044,7.933840,68.782216,-31.560712,54.262701,-40.851007,36.401054,-29.228523,-26.442746,-22.192408,1.839410,38.498530,8.542091,72.834121,31.459374,36.772668,49.677574,-67.331919,-18.810478,-10.522943,-40.704512,60.726582,-35.682829,30.598037,67.400881,33.122730,46.038542,45.231879,28.616664,-59.740763,-51.277524,30.418966,25.394859,60.592352,43.708488,-23.857599,58.657392,-74.973406,45.259443,-1.133343,57.553124,63.163308,-22.022195,43.420523,23.435009,23.502363
0.900000,6.825306,40.552899,-54.356537,6.969659,-40.197428,25.231167,-56.354281,4.375599,-8.102042,-27.056369,64.213251,-12.063206,-4.873641,14.436482,-6.248898,-29.460557,24.279114,-56.042582,58.571480,7.864888,68.761217,-31.536699,54.304150,-40.892275,36.499227,-29.128317,-26.458678,-22.190615,1.826517,38.484361,8.446494,72.855822,31.759404,37.180644,49.781861,-67.360855,-18.890738,-10.528378,-40.745293,60.679262,-35.612849,30.592071,67.441695,33.113536,45.951924,45.232717,28.632661,-59.646772,-51.286989,30.417168,25.379262,60.558488,43.657143,-23.944523,58.695779,-75.050525,45.328311,-1.193612,57.594058,63.180466,-21.932409,43.467200,23.036760,22.960594
0.950000,6.727541,40.593686,-54.307243,6.901325,-40.170585,25.355264,-56.417864,4.568838,-8.095029,-27.081631,64.188358,-12.140880,-4.845557,14.412287,-6.339968,-29.407163,24.362270,-55.996075,58.497645,7.795683,68.739680,-31.512307,54.345361,-40.933158,36.598055,-29.027534,-26.473854,-22.188115,1.817681,38.471747,8.350887,72.876987,32.059039,37.588363,49.886574,-67.389933,-18.970944,-10.534021,-40.785699,60.631376,-35.543653,30.584992,67.482077,33.104167,45.865004,45.233379,28.648783,-59.552412,-51.295097,30.414935,25.363437,60.524159,43.605226,-24.031756,58.733578,-75.126985,45.397619,-1.253755,57.634732,63.197290,-21.842731,43.513481,22.638434,22.419263
1.000000,6.627422,40.633339,-54.260932,6.828793,-40.142227,25.481192,-56.473777,4.771706,-8.086512,-27.108583,64.162997,-12.218337,-4.817520,14.388359,-6.438765,-29.343436,24.446765,-55.950219,58.423536,7.726222,68.717606,-31.487534,54.386335,-40.973656,36.697573,-28.926154,-26.488272,-22.184903,1.812958,38.460791,8.255269,72.897615,32.358310,37.995860,49.991711,-67.419158,-19.051094,-10.539872,-40.825730,60.582925,-35.475285,30.576792,67.522025,33.094626,45.777765,45.233857,28.665025,-59.457677,-51.301849,30.412272,25.347385,60.489361,43.552693,-24.119322,58.770793,-75.202780,45.467371,-1.313768,57.675143,63.213781,-21.753157,43.559364,22.240015,21.878331
1.050000,6.524900,40.671800,-54.218274,6.751998,-40.112293,25.608963,-56.520642,4.984334,-8.076368,-27.137432,64.137167,-12.295579,-4.789527,14.364700,-6.545834,-29.268448,24.532631,-55.905044,58.349156,7.656502,68.694991,-31.462375,54.427071,-41.013768,36.797819,-28.824157,-26.501933,-22.180977,1.812412,38.451599,8.159639,72.917706,32.657242,38.403159,50.097271,-67.448536,-19.131188,-10.545930,-40.865384,60.533910,-35.407791,30.567463,67.561542,33.084915,45.690185,45.234143,28.681381,-59.362566,-51.307246,30.409182,25.331110,60.454094,43.499496,-24.207245,58.807424,-75.277907,45.537574,-1.373651,57.715291,63.229940,-21.663684,43.604849,21.841490,21.337767
1.100000,6.419921,40.709008,-54.180034,6.670959,-40.080715,25.738585,-56.556883,5.206677,-8.064442,-27.168448,64.110867,-12.372608,-4.761577,14.341310,-6.661868,-29.181001,24.619904,-55.860581,58.274503,7.586521,68.671833,-31.436830,54.467570,-41.053491,36.898833,-28.721519,-26.514838,-22.176330,1.816116,38.444294,8.063997,72.937260,32.955861,38.810282,50.203255,-67.478073,-19.211228,-10.552195,-40.904660,60.484332,-35.341220,30.556996,67.600628,33.075037,45.602242,45.234230,28.697845,-59.267074,-51.311289,30.405670,25.314615,60.418354,43.445584,-24.295555,58.843473,-75.352361,45.608234,-1.433398,57.755176,63.245765,-21.574307,43.649934,21.442849,20.797546
1.150000,6.312425,40.744893,-54.147068,6.585816,-40.047425,25.870069,-56.580740,5.438444,-8.050533,-27.201980,64.084097,-12.449426,-4.733667,14.318189,-6.787765,-29.079532,24.708621,-55.816865,58.199579,7.516277,68.648132,-31.410895,54.507831,-41.092825,37.000662,-28.618217,-26.526987,-22.170960,1.824155,38.439004,7.968342,72.956277,33.254189,39.217247,50.309661,-67.507775,-19.291212,-10.558667,-40.943556,60.434190,-35.275624,30.545384,67.639283,33.064993,45.513911,45.234107,28.714412,-59.171196,-51.313978,30.401742,25.297903,60.382138,43.390898,-24.384278,58.878942,-75.426139,45.679357,-1.493007,57.794798,63.261258,-21.485022,43.694620,21.044086,20.257646
1.200000,6.202346,40.779379,-54.120304,6.496871,-40.012350,26.003424,-56.590297,5.679006,-8.034377,-27.238502,64.056857,-12.526036,-4.705795,14.295338,-6.924710,-28.961926,24.798823,-55.773932,58.124384,7.445767,68.623886,-31.384566,54.547856,-41.131767,37.103356,-28.514227,-26.538378,-22.164860,1.836626,38.435876,7.872672,72.974758,33.552248,39.624071,50.416489,-67.537647,-19.371140,-10.565345,-40.982072,60.383486,-35.211055,30.532619,67.677508,33.054785,45.425163,45.233767,28.731074,-59.074929,-51.315314,30.397401,25.280979,60.345445,43.335377,-24.473447,58.913831,-75.499234,45.750950,-1.552476,57.834155,63.276419,-21.395827,43.738906,20.645195,19.718050
